学生ID,数学,英语,物理
6326,73,55,73
6327,61,71,67
6328,51,59,74
6329,68,52,83
6330,84,54,95
6331,100,74,99
6332,99,56,51
6333,76,58,80
6334,70,82,90
6335,69,91,69
6336,70,90,69
6337,93,52,62
6338,77,81,54
6339,51,67,69
6340,81,64,58
6341,59,86,64
6342,87,69,95
6343,53,92,76
6344,74,63,85
6345,83,80,51
6346,72,93,64
6347,96,52,78
6348,80,70,65
6349,64,87,98
6350,88,80,98
6351,98,61,64
6352,97,83,67
6353,63,72,53
6354,84,50,82
6355,66,74,61
6356,82,81,62
6357,75,78,64
6358,74,55,89
6359,71,60,64
6360,73,69,99
6361,90,50,59
6362,66,77,50
6363,97,82,76
6364,63,94,51
6365,84,85,71
6366,62,50,52
6367,76,91,100
6368,67,70,91
6369,77,99,94
6370,81,62,71
6371,82,57,58
6372,54,55,54
6373,88,59,82
6374,94,94,67
6375,59,96,50
6376,79,71,91
6377,85,96,50
6378,69,88,70
6379,54,89,100
6380,98,85,84
6381,79,86,59
6382,83,70,53
6383,58,58,66
6384,71,87,84
6385,68,83,54
6386,89,67,74
6387,75,81,59
6388,75,54,60
6389,87,63,92
6390,55,68,53
6391,77,50,50
6392,87,85,78
6393,58,84,85
6394,62,83,83
6395,83,54,50
6396,75,58,100
6397,96,52,69
6398,86,81,60
6399,71,82,70
6400,61,53,93
6401,75,79,60
6402,87,75,90
6403,95,53,92
6404,66,99,83
6405,58,90,86
6406,89,51,73
6407,79,51,88
6408,71,56,73
6409,95,70,52
6410,99,91,60
6411,62,98,77
6412,78,82,57
6413,94,81,71
6414,60,98,69
6415,66,79,69
6416,88,54,91
6417,100,75,88
6418,77,87,91
6419,95,52,59
6420,99,62,74
6421,64,52,85
6422,97,76,92
6423,52,97,70
6424,93,69,53
6425,82,79,62
6426,75,73,82
6427,55,57,51
6428,94,81,80
6429,96,72,62
6430,68,75,70
6431,72,92,96
6432,70,98,84
6433,77,53,92
6434,82,59,60
6435,83,85,83
6436,81,90,86
6437,86,95,64
6438,51,69,91
6439,99,96,77
6440,75,52,83
6441,79,83,58
6442,54,88,52
6443,60,66,51
6444,65,91,84
6445,86,71,97
6446,100,89,98
6447,94,52,69
6448,57,86,57
6449,56,66,54
6450,61,54,88
6451,56,90,63
6452,54,77,53
6453,68,64,74
6454,80,62,57
6455,93,60,57
6456,65,95,85
6457,53,91,70
6458,64,98,96
6459,89,86,91
6460,70,77,85
6461,81,93,83
6462,84,94,65
6463,66,79,98
6464,85,91,98
6465,64,94,76
6466,72,79,81
6467,55,100,100
6468,61,75,64
6469,64,66,73
6470,83,93,75
6471,84,93,73
6472,100,92,79
6473,94,91,83
6474,69,52,83
6475,83,85,73
6476,70,97,100
6477,69,67,74
6478,53,87,78
6479,85,69,60
6480,59,55,89
6481,91,83,94
6482,56,63,61
6483,75,100,78
6484,89,67,100
6485,87,52,89
6486,86,70,82
6487,80,71,99
6488,50,88,97
6489,82,93,64
6490,74,79,91
6491,60,59,71
6492,55,82,81
6493,60,55,83
6494,87,75,67
6495,70,75,71
6496,67,58,80
6497,52,79,78
6498,90,67,74
6499,58,65,78
6500,81,99,50
6501,50,77,70
6502,50,50,80
6503,56,61,81
6504,87,98,96
6505,74,72,53
6506,76,73,56
6507,81,71,95
6508,54,61,100
6509,55,75,76
6510,67,96,92
6511,81,96,69
6512,99,84,92
6513,87,62,74
6514,73,80,66
6515,56,59,81
6516,50,89,78
6517,65,77,99
6518,75,77,76
6519,90,74,69
6520,62,83,72
6521,51,94,81
6522,92,83,92
6523,99,89,90
6524,78,100,66
6525,77,78,87
6526,66,83,63
6527,77,50,70
6528,58,71,60
6529,70,89,85
6530,86,77,63
6531,94,91,57
6532,76,71,65
6533,74,68,79
6534,70,58,70
6535,67,61,52
6536,57,87,81
6537,97,50,79
6538,75,63,61
6539,77,67,100
6540,58,88,76
6541,68,100,95
6542,60,88,56
6543,58,85,51
6544,65,82,82
6545,71,56,56
6546,56,81,65
6547,74,98,94
6548,69,67,100
6549,82,84,82
6550,57,53,53
6551,67,74,53
6552,78,73,60
6553,99,99,92
6554,87,71,80
6555,77,78,92
6556,66,69,55
6557,66,50,79
6558,97,100,60
6559,65,95,86
6560,97,95,79
6561,66,84,85
6562,66,71,58
6563,95,92,82
6564,54,76,86
6565,54,59,65
6566,53,53,98
6567,55,60,81
6568,96,94,66
6569,54,60,69
6570,65,53,68
6571,90,85,72
6572,70,86,72
6573,50,96,61
6574,88,67,55
6575,88,95,73
6576,67,50,80
6577,83,98,60
6578,64,68,99
6579,87,88,83
6580,82,90,93
6581,50,63,97
6582,50,65,77
6583,95,88,66
6584,100,56,52
6585,64,55,96
6586,50,72,53
6587,97,88,85
6588,81,57,84
6589,59,75,73
6590,50,76,82
6591,53,83,96
6592,100,89,94
6593,55,91,58
6594,64,85,85
6595,87,88,66
6596,85,64,88
6597,73,67,54
6598,86,61,95
6599,52,51,98
6600,90,73,73
6601,52,87,77
6602,62,89,88
6603,92,60,65
6604,96,68,53
6605,54,80,67
6606,95,58,99
6607,56,75,93
6608,78,62,65
6609,97,85,91
6610,81,54,88
6611,67,71,63
6612,82,76,85
6613,65,52,65
6614,82,94,94
6615,89,57,73
6616,56,50,53
6617,98,100,54
6618,64,77,98
6619,98,64,68
6620,68,89,74
6621,58,86,86
6622,63,100,99
6623,50,100,50
6624,53,69,95
6625,91,95,80
6626,60,73,92
6627,53,53,77
6628,68,88,65
6629,60,72,90
6630,73,78,99
6631,80,69,88
6632,50,56,77
6633,86,86,56
6634,86,94,73
6635,66,57,60
6636,62,50,67
6637,67,97,50
6638,88,76,74
6639,57,86,55
6640,51,98,57
6641,63,61,85
6642,92,51,70
6643,98,91,75
6644,65,51,53
6645,51,84,92
6646,60,64,87
6647,69,67,78
6648,84,89,71
6649,97,89,74
6650,74,78,83
6651,62,82,83
6652,82,75,50
6653,89,83,80
6654,54,50,53
6655,67,100,73
6656,86,75,96
6657,76,95,64
6658,59,79,71
6659,97,95,70
6660,74,64,79
6661,74,88,55
6662,62,50,90
6663,61,55,69
6664,91,56,69
6665,83,61,91
6666,74,88,57
6667,68,93,64
6668,81,73,53
6669,78,53,80
6670,73,54,88
6671,67,82,61
6672,61,54,76
6673,65,97,70
6674,84,96,53
6675,73,67,66
6676,88,70,95
6677,51,72,74
6678,60,72,80
6679,60,62,82
6680,91,53,75
6681,93,85,52
6682,79,85,90
6683,68,76,95
6684,93,73,76
6685,94,81,71
6686,54,93,56
6687,90,74,94
6688,96,63,96
6689,76,97,56
6690,71,56,61
6691,75,93,64
6692,64,66,72
6693,57,97,79
6694,53,72,70
6695,57,57,54
6696,52,52,55
6697,57,85,67
6698,95,99,50
6699,70,86,80
6700,74,93,65
6701,54,96,52
6702,55,52,74
6703,73,89,75
6704,61,75,93
6705,79,77,97
6706,91,70,93
6707,62,84,75
6708,65,58,82
6709,76,51,50
6710,82,96,74
6711,77,97,53
6712,83,54,53
6713,54,100,59
6714,78,97,72
6715,57,91,79
6716,68,55,51
6717,93,88,90
6718,65,100,100
6719,80,53,93
6720,94,73,100
6721,79,99,86
6722,87,55,72
6723,89,83,99
6724,64,57,58
6725,95,83,62
6726,64,61,53
6727,70,84,96
6728,93,89,78
6729,62,90,68
6730,99,60,57
6731,52,66,92
6732,72,97,87
6733,56,56,59
6734,74,52,70
6735,60,65,76
6736,81,71,91
6737,87,78,60
6738,91,55,80
6739,67,91,83
6740,100,97,71
6741,66,83,79
6742,77,82,90
6743,77,81,71
6744,53,84,58
6745,85,99,53
6746,65,59,68
6747,99,63,75
6748,60,87,98
6749,50,98,88
6750,57,89,81
6751,99,98,65
6752,87,52,66
6753,50,76,82
6754,75,95,81
6755,50,69,91
6756,87,64,84
6757,94,76,69
6758,76,79,68
6759,75,68,68
6760,97,62,68
6761,90,74,86
6762,64,61,85
6763,88,52,64
6764,55,86,71
6765,57,66,66
6766,66,67,88
6767,82,66,57
6768,53,60,53
6769,83,63,60
6770,92,71,53
6771,87,93,76
6772,54,58,61
6773,90,87,84
6774,79,76,80
6775,66,55,50
6776,73,55,58
6777,71,79,84
6778,61,96,88
6779,80,97,97
6780,64,80,52
6781,95,67,81
6782,89,87,68
6783,55,66,76
6784,94,67,60
6785,74,64,80
6786,53,84,72
6787,88,76,89
6788,77,79,58
6789,80,93,71
6790,54,71,97
6791,99,56,62
6792,92,93,50
6793,53,95,72
6794,66,71,52
6795,64,82,58
6796,84,94,97
6797,80,84,91
6798,69,61,74
6799,78,53,77
6800,84,76,99
6801,92,99,87
6802,56,96,63
6803,51,52,83
6804,66,62,72
6805,84,71,97
6806,99,63,55
6807,59,75,57
6808,55,97,75
6809,51,64,89
6810,75,86,91
6811,69,56,83
6812,82,68,92
6813,57,85,54
6814,51,53,51
6815,77,66,97
6816,89,77,83
6817,64,65,64
6818,66,83,82
6819,69,75,78
6820,86,84,51
6821,96,91,94
6822,83,68,88
6823,70,74,86
6824,53,99,81
6825,60,61,64
6826,90,97,72
6827,91,70,50
6828,70,67,59
6829,55,99,100
6830,50,90,73
6831,59,78,81
6832,94,79,95
6833,80,98,64
6834,59,87,70
6835,92,75,70
6836,78,96,88
6837,53,55,78
6838,92,77,64
6839,55,94,86
6840,63,75,56
6841,82,92,72
6842,69,51,66
6843,53,50,65
6844,75,66,65
6845,64,97,97
6846,52,73,66
6847,89,72,98
6848,63,51,87
6849,54,64,77
6850,51,83,82
6851,80,82,92
6852,50,61,100
6853,63,51,78
6854,82,72,73
6855,52,97,74
6856,74,59,76
6857,60,63,79
6858,90,85,80
6859,68,63,76
6860,85,81,51
6861,67,61,100
6862,78,76,74
6863,56,81,93
6864,57,64,51
6865,99,59,74
6866,85,53,84
6867,58,62,72
6868,70,76,76
6869,71,75,97
6870,70,63,79
6871,65,95,58
6872,85,70,79
6873,65,79,89
6874,71,87,89
6875,93,77,66
6876,94,59,80
6877,68,59,73
6878,70,93,82
6879,64,50,61
6880,98,60,91
6881,87,75,84
6882,65,55,78
6883,53,71,55
6884,69,86,95
6885,52,85,88
6886,75,81,64
6887,52,60,90
6888,65,95,97
6889,52,62,71
6890,98,94,51
6891,56,74,65
6892,77,65,66
6893,57,63,57
6894,58,88,57
6895,75,99,85
6896,80,91,90
6897,80,62,51
6898,82,73,77
6899,82,68,81
6900,68,55,94
6901,79,92,76
6902,95,84,90
6903,98,94,64
6904,59,79,69
6905,81,73,58
6906,76,83,88
6907,87,77,60
6908,79,96,50
6909,50,85,60
6910,50,94,73
6911,62,94,77
6912,95,58,50
6913,59,80,93
6914,53,89,76
6915,82,50,78
6916,66,78,60
6917,65,54,67
6918,50,74,94
6919,79,94,73
6920,52,71,78
6921,69,68,67
6922,52,53,70
6923,58,54,80
6924,84,71,95
6925,50,65,70
6926,59,100,72
6927,91,75,68
6928,89,100,71
6929,75,58,59
6930,85,96,83
6931,82,56,52
6932,70,56,55
6933,90,88,61
6934,51,53,72
6935,94,98,96
6936,61,81,90
6937,50,62,87
6938,51,90,54
6939,79,75,79
6940,55,76,93
6941,51,68,93
6942,76,74,64
6943,52,82,74
6944,77,94,97
6945,76,66,83
6946,60,79,61
6947,82,75,51
6948,65,79,85
6949,69,51,85
6950,57,85,96
6951,63,83,63
6952,83,98,59
6953,59,61,64
6954,86,59,55
6955,84,95,80
6956,91,69,95
6957,71,71,73
6958,73,57,65
6959,92,80,86
6960,87,100,51
6961,63,72,68
6962,70,88,76
6963,91,67,99
6964,94,93,73
6965,68,67,65
6966,80,83,71
6967,99,56,87
6968,65,97,74
6969,65,61,63
6970,95,72,69
6971,91,61,100
6972,93,100,89
6973,62,100,68
6974,85,56,86
6975,77,57,84
6976,57,90,69
6977,95,93,61
6978,66,50,77
6979,50,92,77
6980,55,50,85
6981,56,91,52
6982,81,97,61
6983,77,98,59
6984,77,79,64
6985,68,57,56
6986,50,83,56
6987,85,93,80
6988,76,79,95
6989,53,66,83
6990,63,91,98
6991,67,74,74
6992,64,72,79
6993,78,56,72
6994,52,64,75
6995,86,95,54
6996,63,95,76
6997,53,53,63
6998,51,83,77
6999,79,93,88
7000,59,61,57
7001,55,91,82
7002,61,82,78
7003,68,73,90
7004,50,71,83
7005,77,96,96
7006,74,87,82
7007,70,50,85
7008,83,66,98
7009,55,92,53
7010,95,85,66
7011,65,85,82
7012,52,94,62
7013,63,95,97
7014,79,89,71
7015,71,50,59
7016,84,70,70
7017,51,89,77
7018,81,55,87
7019,88,79,67
7020,89,74,57
7021,74,85,75
7022,95,50,88
7023,58,76,52
7024,91,62,78
7025,84,93,88
7026,82,60,72
7027,89,88,76
7028,76,99,93
7029,68,74,90
7030,73,56,54
7031,59,50,98
7032,93,91,65
7033,63,94,86
7034,80,83,60
7035,63,58,86
7036,57,53,65
7037,66,96,83
7038,90,77,77
7039,80,78,76
7040,86,60,91
7041,83,98,91
7042,65,75,94
7043,81,94,51
7044,99,85,63
7045,63,57,63
7046,55,62,72
7047,85,81,73
7048,59,94,76
7049,91,80,65
7050,81,81,81
7051,78,67,70
7052,97,63,65
7053,64,81,58
7054,71,56,65
7055,61,96,90
7056,70,87,56
7057,50,77,64
7058,84,92,81
7059,74,58,98
7060,82,82,62
7061,56,62,90
7062,77,95,59
7063,71,50,94
7064,58,87,77
7065,86,74,92
7066,81,80,96
7067,93,88,60
7068,59,52,51
7069,88,70,53
7070,94,85,89
7071,79,66,73
7072,50,100,61
7073,83,61,51
7074,92,96,71
7075,84,91,83
7076,77,96,67
7077,100,75,94
7078,58,99,80
7079,69,99,66
7080,72,84,93
7081,66,70,69
7082,96,74,96
7083,66,96,72
7084,86,66,87
7085,59,97,76
7086,58,66,99
7087,74,53,54
7088,74,71,91
7089,98,51,79
7090,87,80,80
7091,72,63,56
7092,64,86,85
7093,51,92,89
7094,100,63,50
7095,66,100,87
7096,75,84,86
7097,63,73,89
7098,87,80,79
7099,93,94,68
7100,94,94,99
7101,67,60,68
7102,67,91,98
7103,80,64,71
7104,75,50,51
7105,68,85,89
7106,52,95,79
7107,65,69,73
7108,79,78,100
7109,83,55,68
7110,67,85,94
7111,85,82,81
7112,52,83,56
7113,77,70,80
7114,60,91,56
7115,84,77,81
7116,75,86,91
7117,95,53,100
7118,58,89,67
7119,80,50,71
7120,99,72,60
7121,56,58,81
7122,89,96,78
7123,55,63,64
7124,53,88,86
7125,68,91,54
7126,54,91,85
7127,95,85,60
7128,88,53,72
7129,81,80,56
7130,88,77,52
7131,60,66,85
7132,80,76,99
7133,68,56,69
7134,77,88,81
7135,59,79,87
7136,65,65,57
7137,73,93,68
7138,97,67,63
7139,88,89,71
7140,53,91,92
7141,90,74,88
7142,74,92,76
7143,88,82,91
7144,78,76,61
7145,83,77,74
7146,60,99,79
7147,75,57,80
7148,99,69,59
7149,55,63,50
7150,64,81,66
7151,97,70,89
7152,65,72,88
7153,87,51,97
7154,54,76,71
7155,96,80,91
7156,83,91,77
7157,74,61,96
7158,51,71,64
7159,72,60,97
7160,62,59,98
7161,76,78,88
7162,80,83,82
7163,74,63,50
7164,62,68,61
7165,87,81,74
7166,94,63,78
7167,55,92,91
7168,93,67,58
7169,85,91,52
7170,70,68,51
7171,57,53,50
7172,89,80,63
7173,80,54,53
7174,65,92,57
7175,92,87,99
7176,72,71,74
7177,63,93,75
7178,97,66,86
7179,60,84,63
7180,60,98,72
7181,59,55,96
7182,75,82,87
7183,87,73,72
7184,64,92,74
7185,77,83,74
7186,53,63,88
7187,71,62,92
7188,97,97,95
7189,84,87,78
7190,74,58,100
7191,88,70,80
7192,77,58,59
7193,84,74,79
7194,94,84,56
7195,87,97,77
7196,77,82,89
7197,80,71,74
7198,100,99,59
7199,86,57,56
7200,98,93,88
7201,60,99,96
7202,54,58,64
7203,93,88,59
7204,53,87,85
7205,61,83,77
7206,55,98,78
7207,76,72,77
7208,73,58,99
7209,86,72,62
7210,93,78,84
7211,51,94,89
7212,61,89,96
7213,82,88,79
7214,80,87,92
7215,74,92,73
7216,76,51,59
7217,63,86,78
7218,53,97,72
7219,55,91,84
7220,54,80,55
7221,62,82,65
7222,81,70,67
7223,52,62,57
7224,56,70,69
7225,59,61,72
7226,93,84,97
7227,68,77,51
7228,79,94,98
7229,62,60,55
7230,84,53,66
7231,92,56,86
7232,64,100,79
7233,57,59,88
7234,56,61,88
7235,78,64,59
7236,75,73,72
7237,61,65,64
7238,89,98,94
7239,72,84,66
7240,76,75,72
7241,54,66,53
7242,67,83,75
7243,62,98,75
7244,72,81,83
7245,81,61,79
7246,79,83,75
7247,86,98,85
7248,93,68,76
7249,88,94,85
7250,85,69,100
7251,71,71,93
7252,65,99,55
7253,64,64,51
7254,97,68,74
7255,92,62,92
7256,92,50,50
7257,72,52,83
7258,100,73,80
7259,86,73,73
7260,53,50,74
7261,83,92,94
7262,99,59,59
7263,51,67,75
7264,100,53,53
7265,50,77,72
7266,82,81,77
7267,71,76,93
7268,86,65,67
7269,78,97,81
7270,62,51,96
7271,83,68,83
7272,52,62,85
7273,88,75,57
7274,95,69,58
7275,97,91,98
7276,92,77,91
7277,86,90,92
7278,72,62,89
7279,71,55,83
7280,50,59,60
7281,50,100,86
7282,91,78,64
7283,54,88,96
7284,78,90,82
7285,63,57,62
7286,53,98,76
7287,73,74,65
7288,86,61,51
7289,78,61,91
7290,59,99,58
7291,98,52,73
7292,74,54,57
7293,89,55,65
7294,72,61,97
7295,69,87,73
7296,52,84,64
7297,88,56,75
7298,62,88,98
7299,68,93,76
7300,92,91,93
7301,56,70,78
7302,60,89,88
7303,77,54,57
7304,84,76,68
7305,67,83,96
7306,87,81,55
7307,99,50,87
7308,52,61,72
7309,77,76,86
7310,82,73,60
7311,68,53,58
7312,60,100,60
7313,61,63,52
7314,80,100,99
7315,59,97,79
7316,100,97,66
7317,92,82,87
7318,97,87,51
7319,90,91,98
7320,51,77,79
7321,86,91,54
7322,77,59,94
7323,67,97,69
7324,90,67,100
7325,74,70,95
7326,57,78,67
7327,60,51,53
7328,88,81,84
7329,81,71,88
7330,84,85,99
7331,99,82,54
7332,63,94,91
7333,54,100,93
7334,58,88,80
7335,98,68,90
7336,65,53,88
7337,86,55,86
7338,85,84,84
7339,99,89,80
7340,69,74,94
7341,74,51,77
7342,74,69,79
7343,63,52,63
7344,55,62,98
7345,54,95,70
7346,84,97,90
7347,58,96,86
7348,70,88,88
7349,89,75,88
7350,56,90,64
7351,80,99,92
7352,64,62,87
7353,79,59,53
7354,50,67,67
7355,71,61,85
7356,62,65,79
7357,71,84,66
7358,78,100,82
7359,53,92,78
7360,74,61,82
7361,66,65,59
7362,72,99,53
7363,68,59,52
7364,75,79,91
7365,89,92,83
7366,88,85,95
7367,50,65,83
7368,83,64,76
7369,57,83,83
7370,84,97,57
7371,62,96,96
7372,99,66,69
7373,61,56,55
7374,60,94,65
7375,68,55,96
7376,86,86,60
7377,100,51,95
7378,93,52,80
7379,65,63,53
7380,97,60,58
7381,80,97,100
7382,98,65,83
7383,66,100,92
7384,74,98,85
7385,98,65,94
7386,95,98,85
7387,100,69,60
7388,55,94,74
7389,62,72,88
7390,78,95,91
7391,93,93,68
7392,56,63,96
7393,57,71,57
7394,78,65,89
7395,95,89,83
7396,98,95,71
7397,75,90,65
7398,99,86,62
7399,100,87,82
7400,87,68,86
7401,93,67,85
7402,68,51,65
7403,78,59,99
7404,82,59,87
7405,79,81,82
7406,76,55,62
7407,51,75,65
7408,54,67,52
7409,56,81,70
7410,52,78,53
7411,62,72,82
7412,63,55,99
7413,50,75,88
7414,52,79,99
7415,85,75,72
7416,87,94,89
7417,65,73,54
7418,95,73,98
7419,78,83,51
7420,94,54,100
7421,82,66,74
7422,50,79,58
7423,51,61,97
7424,67,70,52
7425,80,82,60
7426,82,87,65
7427,76,62,83
7428,96,84,80
7429,90,98,94
7430,80,83,97
7431,73,53,90
7432,63,62,65
7433,67,97,98
7434,77,95,61
7435,80,75,74
7436,90,77,88
7437,76,56,59
7438,52,90,93
7439,93,51,82
7440,76,62,73
7441,62,71,53
7442,84,97,67
7443,78,92,95
7444,63,72,87
7445,50,64,57
7446,97,60,81
7447,63,85,91
7448,78,99,93
7449,92,84,88
7450,85,65,90
7451,62,82,99
7452,82,51,80
7453,70,99,50
7454,59,90,67
7455,98,86,52
7456,100,66,54
7457,53,80,53
7458,65,66,81
7459,92,91,76
7460,76,88,70
7461,86,54,51
7462,90,81,64
7463,100,55,94
7464,95,90,59
7465,57,61,68
7466,55,86,76
7467,58,99,55
7468,80,56,73
7469,70,77,61
7470,76,95,71
7471,73,53,90
7472,88,62,95
7473,57,92,64
7474,70,74,82
7475,100,93,61
7476,80,66,56
7477,54,91,78
7478,77,69,63
7479,84,53,89
7480,76,84,64
7481,54,68,70
7482,88,97,57
7483,65,81,85
7484,65,83,52
7485,100,58,53
7486,86,77,72
7487,60,54,51
7488,87,81,98
7489,60,51,71
7490,100,55,54
7491,60,51,76
7492,80,58,61
7493,53,94,66
7494,87,58,66
7495,51,83,97
7496,65,53,51
7497,74,83,96
7498,70,100,73
7499,71,81,69
7500,58,100,68
7501,86,86,93
7502,60,88,93
7503,58,68,84
7504,96,65,68
7505,59,100,75
7506,63,55,58
7507,100,73,88
7508,89,86,85
7509,58,81,71
7510,88,87,55
7511,63,94,69
7512,64,94,68
7513,84,80,99
7514,83,90,87
7515,51,97,91
7516,66,99,84
7517,95,80,94
7518,75,91,59
7519,82,55,56
7520,75,64,60
7521,95,53,82
7522,67,86,53
7523,72,95,87
7524,96,92,81
7525,50,66,88
7526,88,84,72
7527,61,79,81
7528,99,67,95
7529,60,85,63
7530,83,60,87
7531,54,78,66
7532,89,69,96
7533,62,65,69
7534,56,71,82
7535,81,58,82
7536,60,86,74
7537,50,91,58
7538,94,53,93
7539,60,92,58
7540,97,57,65
7541,52,69,79
7542,75,97,86
7543,54,100,76
7544,51,60,58
7545,93,79,80
7546,89,87,69
7547,97,87,61
7548,89,55,85
7549,82,90,78
7550,64,88,86
7551,95,76,93
7552,78,80,87
7553,51,75,57
7554,75,99,56
7555,55,87,73
7556,79,97,76
7557,60,50,65
7558,68,55,82
7559,55,57,87
7560,83,96,87
7561,94,99,50
7562,77,61,75
7563,73,92,76
7564,51,95,73
7565,82,91,63
7566,82,50,72
7567,78,70,52
7568,84,69,91
7569,80,67,62
7570,96,85,80
7571,84,95,62
7572,59,88,89
7573,59,66,99
7574,64,82,55
7575,63,98,85
7576,53,59,73
7577,52,55,87
7578,90,60,85
7579,57,95,53
7580,89,52,66
7581,50,74,82
7582,66,81,55
7583,95,90,90
7584,89,96,50
7585,59,81,89
7586,52,70,77
7587,75,79,72
7588,77,56,92
7589,69,79,96
7590,98,66,71
7591,75,97,86
7592,89,69,51
7593,94,98,74
7594,80,88,87
7595,58,57,100
7596,50,55,100
7597,78,58,62
7598,78,90,63
7599,78,61,89
7600,82,73,70
7601,88,82,94
7602,94,67,90
7603,91,83,76
7604,94,98,64
7605,68,78,55
7606,95,71,97
7607,73,92,63
7608,64,64,89
7609,73,78,93
7610,80,60,54
7611,54,79,82
7612,94,68,66
7613,57,59,79
7614,100,73,68
7615,59,93,70
7616,52,59,86
7617,74,91,57
7618,73,54,52
7619,95,65,74
7620,87,54,100
7621,63,63,83
7622,91,87,66
7623,62,64,82
7624,69,67,92
7625,60,79,68
7626,83,78,75
7627,97,51,80
7628,57,65,70
7629,76,72,89
7630,84,54,89
7631,65,60,62
7632,88,95,82
7633,52,86,76
7634,87,74,95
7635,100,87,80
7636,62,80,51
7637,76,85,78
7638,77,52,56
7639,81,51,65
7640,80,83,80
7641,50,53,52
7642,71,67,94
7643,61,64,74
7644,89,78,89
7645,68,66,83
7646,67,56,51
7647,63,78,98
7648,74,89,62
7649,52,53,61
7650,56,70,50
7651,77,56,63
7652,91,90,100
7653,64,74,65
7654,59,92,60
7655,74,86,89
7656,83,54,58
7657,55,89,89
7658,94,89,73
7659,51,54,92
7660,92,88,94
7661,93,78,95
7662,85,71,53
7663,67,67,80
7664,58,57,84
7665,65,51,52
7666,84,84,64
7667,98,94,89
7668,71,67,73
7669,87,61,92
7670,92,53,66
7671,75,66,64
7672,66,63,54
7673,80,63,86
7674,62,66,85
7675,59,70,81
7676,76,89,92
7677,90,51,78
7678,61,72,83
7679,63,51,53
7680,99,61,64
7681,74,50,67
7682,90,84,95
7683,100,67,65
7684,57,89,63
7685,87,60,50
7686,77,75,68
7687,54,79,73
7688,51,89,62
7689,82,95,99
7690,55,97,70
7691,57,70,72
7692,88,71,56
7693,51,66,88
7694,66,62,69
7695,69,65,78
7696,67,76,85
7697,59,53,80
7698,91,91,93
7699,56,69,86
7700,94,50,66
7701,67,83,64
7702,68,69,66
7703,91,56,59
7704,98,72,63
7705,93,56,74
7706,60,94,76
7707,99,80,96
7708,60,75,51
7709,72,57,64
7710,100,50,95
7711,86,65,71
7712,53,74,96
7713,82,56,59
7714,91,82,50
7715,63,88,84
7716,53,72,67
7717,65,77,51
7718,69,100,75
7719,76,55,91
7720,98,79,71
7721,62,82,92
7722,86,80,87
7723,63,97,80
7724,65,95,88
7725,68,55,54
7726,51,60,74
7727,85,70,94
7728,90,83,62
7729,99,64,80
7730,83,55,77
7731,93,68,99
7732,90,57,56
7733,74,57,53
7734,83,85,68
7735,53,81,68
7736,95,94,97
7737,71,78,81
7738,56,88,60
7739,71,73,50
7740,53,69,96
7741,90,96,84
7742,73,57,70
7743,97,75,64
7744,90,58,69
7745,59,100,85
7746,78,100,72
7747,52,73,94
7748,98,98,71
7749,73,52,82
7750,60,67,72
7751,72,61,73
7752,60,59,51
7753,86,53,98
7754,85,60,94
7755,57,81,92
7756,98,67,75
7757,66,65,85
7758,51,73,66
7759,70,63,83
7760,72,53,88
7761,64,91,65
7762,76,62,75
7763,78,76,74
7764,88,92,56
7765,88,57,57
7766,77,65,91
7767,63,80,58
7768,78,52,76
7769,75,56,56
7770,96,67,50
7771,90,62,68
7772,89,79,100
7773,56,71,78
7774,75,96,79
7775,60,54,77
7776,95,91,86
7777,53,86,52
7778,87,50,96
7779,78,84,72
7780,67,59,76
7781,93,89,86
7782,59,65,51
7783,66,84,85
7784,60,97,55
7785,79,86,59
7786,97,66,74
7787,96,52,93
7788,98,59,96
7789,98,64,89
7790,65,68,55
7791,93,56,99
7792,57,78,51
7793,54,86,60
7794,81,56,69
7795,74,77,99
7796,90,62,56
7797,51,56,82
7798,55,94,92
7799,54,84,86
7800,66,63,91
7801,74,54,99
7802,88,75,98
7803,79,99,83
7804,80,84,65
7805,54,94,73
7806,83,75,67
7807,70,86,83
7808,100,76,100
7809,98,89,61
7810,50,89,53
7811,99,86,52
7812,67,91,74
7813,93,87,59
7814,62,61,54
7815,75,68,59
7816,55,75,66
7817,57,73,73
7818,93,66,69
7819,57,54,91
7820,79,72,57
7821,99,67,53
7822,90,57,60
7823,81,73,99
7824,90,69,100
7825,79,87,91
7826,92,92,73
7827,83,99,60
7828,57,96,98
7829,59,60,74
7830,65,60,50
7831,84,64,59
7832,98,88,79
7833,60,95,99
7834,99,52,57
7835,88,64,72
7836,79,75,87
7837,60,99,55
7838,96,88,81
7839,93,54,99
7840,64,91,95
7841,58,98,96
7842,54,60,89
7843,73,50,65
7844,91,96,86
7845,88,80,95
7846,96,56,54
7847,78,72,76
7848,52,62,95
7849,92,58,73
7850,65,80,74
7851,96,67,58
7852,60,50,84
7853,53,70,79
7854,92,67,99
7855,70,60,62
7856,88,95,98
7857,60,55,59
7858,68,87,58
7859,79,74,64
7860,52,81,54
7861,98,82,86
7862,84,62,96
7863,98,88,89
7864,91,82,84
7865,79,97,75
7866,81,61,98
7867,87,50,53
7868,85,75,90
7869,77,54,79
7870,58,89,59
7871,60,87,90
7872,99,70,80
7873,59,71,62
7874,57,90,95
7875,59,73,79
7876,88,51,92
7877,76,66,54
7878,74,59,65
7879,62,53,57
